task,gamma,lambda,rho,sample_complexity,V,m,q,test_error,train_loss
logistic_regression,5.8601190476190474,0.01,1.0000000176238468,0.01,30.540434860608183,1.829113587935981,5.7488826416313294,0.22379098911726863,0.056876269077139066
logistic_regression,5.8601190476190474,0.01,1.0000000176238468,0.07102040816326531,16.423901475917027,3.9245874392069062,20.456084486409658,0.165580638501878,0.06203858814188967
logistic_regression,5.8601190476190474,0.01,1.0000000176238468,0.1320408163265306,12.52483935313372,4.495003642393184,25.794051092140357,0.15412059479512114,0.06901517756113387
logistic_regression,5.8601190476190474,0.01,1.0000000176238468,0.19306122448979593,10.4491108187337,4.767983860041889,28.443168964759124,0.14787529596053492,0.07482360585926477
logistic_regression,5.8601190476190474,0.01,1.0000000176238468,0.2540816326530612,9.117614563612175,4.923611784879448,29.932362620021543,0.14361048321999229,0.07968976461510865
logistic_regression,5.8601190476190474,0.01,1.0000000176238468,0.31510204081632653,8.175377696695497,5.02190884112737,30.83736830872349,0.1403661132468987,0.08383568547921921
logistic_regression,5.8601190476190474,0.01,1.0000000176238468,0.37612244897959185,7.465821764628027,5.08872344270905,31.420225739164437,0.13773844193018928,0.08742289426995337
logistic_regression,5.8601190476190474,0.01,1.0000000176238468,0.43714285714285717,6.907832455583431,5.136856181058516,31.81407672452312,0.13552291296727775,0.0905677448608169
logistic_regression,5.8601190476190474,0.01,1.0000000176238468,0.4981632653061225,6.454753608623481,5.173257619160617,32.09190525077887,0.13360268591902716,0.0933556768027678
logistic_regression,5.8601190476190474,0.01,1.0000000176238468,0.5591836734693878,6.077670171631745,5.201962042932559,32.29604362970169,0.13190511274665925,0.09585086192929504
logistic_regression,5.8601190476190474,0.01,1.0000000176238468,0.6202040816326531,5.757624210431308,5.225434764858537,32.45215720271767,0.1303820440767133,0.0981025127323511
logistic_regression,5.8601190476190474,0.01,1.0000000176238468,0.6812244897959184,5.481624159248196,5.245245341276254,32.57636430489075,0.12899992849515154,0.10014906735851267
logistic_regression,5.8601190476190474,0.01,1.0000000176238468,0.7422448979591837,5.240442827651034,5.262426400454075,32.67907055528683,0.12773442245731711,0.10202104181208141
logistic_regression,5.8601190476190474,0.01,1.0000000176238468,0.8032653061224491,5.027330403571793,5.277676995891564,32.76715474713758,0.1265672648583015,0.10374299876872543
logistic_regression,5.8601190476190474,0.01,1.0000000176238468,0.8642857142857143,4.8372249755547845,5.291481475100899,32.84524648827746,0.1254843714633626,0.10533495608972444
logistic_regression,5.8601190476190474,0.01,1.0000000176238468,0.9253061224489797,4.666249024957217,5.304182204790811,32.9165063435353,0.12447462193827323,0.10681340605651976
logistic_regression,5.8601190476190474,0.01,1.0000000176238468,0.986326530612245,4.511377427991508,5.316025509653608,32.98311646177565,0.12352905947349441,0.10819206971572959
logistic_regression,5.8601190476190474,0.01,1.0000000176238468,1.0473469387755103,4.370211999112502,5.327191304989622,33.04659464174573,0.12264034589729737,0.10948246265555428
logistic_regression,5.8601190476190474,0.01,1.0000000176238468,1.1083673469387756,4.240824649579875,5.337812894918521,33.10800254889939,0.12180238020371907,0.11069432723324032
logistic_regression,5.8601190476190474,0.01,1.0000000176238468,1.1693877551020408,4.121645721879133,5.347990160980496,33.16808250729714,0.12101002524462741,0.11183596363993822
logistic_regression,5.8601190476190474,0.01,1.0000000176238468,1.230408163265306,4.011383064265673,5.357798931467177,33.22735400055527,0.1202589072365109,0.11291449169367629
logistic_regression,5.8601190476190474,0.01,1.0000000176238468,1.2914285714285716,3.9089622123686207,5.367297278417114,33.286177011792645,0.11954526622870422,0.11393605576722676
logistic_regression,5.8601190476190474,0.01,1.0000000176238468,1.3524489795918369,3.8134815714909878,5.376529982012393,33.34479610897991,0.11886584221945054,0.11490598899275957
logistic_regression,5.8601190476190474,0.01,1.0000000176238468,1.4134693877551021,3.7241783776882498,5.385532064847485,33.403375540178274,0.11821778733049261,0.1158289434985012
logistic_regression,5.8601190476190474,0.01,1.0000000176238468,1.4744897959183674,3.6404025104169206,5.394331274747627,33.46202315003259,0.1175985968950074,0.11670899684047045
logistic_regression,5.8601190476190474,0.01,1.0000000176238468,1.5355102040816326,3.5615958777027474,5.4029492509673,33.520799386744834,0.11700605496428888,0.11754974280611885
logistic_regression,5.8601190476190474,0.01,1.0000000176238468,1.5965306122448981,3.487276575932407,5.4114037755334365,33.579740816113976,0.11643819024781205,0.11835435606572128
logistic_regression,5.8601190476190474,0.01,1.0000000176238468,1.6575510204081634,3.4170257814934697,5.419708674271843,33.63885533765097,0.1158932407481286,0.11912566039998165
logistic_regression,5.8601190476190474,0.01,1.0000000176238468,1.7185714285714286,3.3504777962457624,5.427875582275156,33.69814114520098,0.11536962436961067,0.11986616951069964
logistic_regression,5.8601190476190474,0.01,1.0000000176238468,1.779591836734694,3.287311624787119,5.43591426729736,33.757588329570886,0.11486591485185654,0.12057813067320432
logistic_regression,5.8601190476190474,0.01,1.0000000176238468,1.8406122448979594,3.227243991111922,5.443832123747946,33.81717059135984,0.11438082183701453,0.12126356616404502
logistic_regression,5.8601190476190474,0.01,1.0000000176238468,1.9016326530612246,3.17002405628958,5.4516356556934245,33.87686194639802,0.1139131737419612,0.12192429418477534
logistic_regression,5.8601190476190474,0.01,1.0000000176238468,1.96265306122449,3.115428783963205,5.4593305471812394,33.93663618737947,0.11346190355770883,0.12256195592300967
logistic_regression,5.8601190476190474,0.01,1.0000000176238468,2.023673469387755,3.063259044599844,5.466921627681614,33.9964652465448,0.11302603666843651,0.12317803785553028
logistic_regression,5.8601190476190474,0.01,1.0000000176238468,2.0846938775510204,3.0133363252735323,5.474412724618834,34.056316337895865,0.11260468056496863,0.123773892800742
logistic_regression,5.8601190476190474,0.01,1.0000000176238468,2.1457142857142855,2.965500245080976,5.4818074679128515,34.116161064833335,0.11219701571631963,0.12435074945676036
logistic_regression,5.8601190476190474,0.01,1.0000000176238468,2.206734693877551,2.919606048667367,5.4891086649863166,34.17596689543002,0.11180228796280119,0.12490973349913534
logistic_regression,5.8601190476190474,0.01,1.0000000176238468,2.2677551020408164,2.875522974253639,5.4963194857099875,34.23571124223186,0.11141980162019419,0.1254518691217203
logistic_regression,5.8601190476190474,0.01,1.0000000176238468,2.3287755102040815,2.8331322238353027,5.503442037974665,34.295363171127676,0.111048913786954,0.12597810176264207
logistic_regression,5.8601190476190474,0.01,1.0000000176238468,2.389795918367347,2.792325837883135,5.510478576054217,34.354897936221406,0.11068902904165687,0.12648929723477637
logistic_regression,5.8601190476190474,0.01,1.0000000176238468,2.450816326530612,2.7530054011484153,5.517431311212367,34.41429419615147,0.11033959497202027,0.12698625229667915
logistic_regression,5.8601190476190474,0.01,1.0000000176238468,2.5118367346938775,2.715080884815202,5.524301944743806,34.473527809343864,0.11000009819948935,0.12746970460040336
logistic_regression,5.8601190476190474,0.01,1.0000000176238468,2.572857142857143,2.678469804552818,5.53109206033458,34.53257638200752,0.1096700607937749,0.12794033611213035
logistic_regression,5.8601190476190474,0.01,1.0000000176238468,2.633877551020408,2.6430965781263174,5.5378037717172415,34.59142705641163,0.10934903706429089,0.12839877443284592
logistic_regression,5.8601190476190474,0.01,1.0000000176238468,2.6948979591836735,2.6088914440019213,5.544438115276572,34.6500561890861,0.10903661093219855,0.12884560785451177
